QA_ID,Round 1,data_source,Ground_Truth_Answer
Merge_Q3776,NONE,medxpert,B
Merge_Q3777,NONE,medxpert,J
Merge_Q3778,NONE,medxpert,C
Merge_Q3779,NONE,medxpert,F
Merge_Q3780,NONE,jama,B
Merge_Q3781,NONE,medxpert,I
Merge_Q3782,NONE,medxpert,C
Merge_Q3783,C,medxpert,C
Merge_Q3784,C,medxpert,C
Merge_Q3785,B,medxpert,B
Merge_Q3786,C,medxpert,C
Merge_Q3787,D,jama,D
Merge_Q3788,A,medxpert,A
Merge_Q3789,B,jama,B
Merge_Q3790,C,medbullets,C
Merge_Q3791,D,jama,D
Merge_Q3792,B,mmlu,B
Merge_Q3793,D,medxpert,D
Merge_Q3794,A,medxpert,D
Merge_Q3795,D,mmlu,D
Merge_Q3796,D,jama,D
Merge_Q3797,C,medbullets,C
Merge_Q3798,B,jama,B
Merge_Q3799,D,medbullets,D
Merge_Q3800,B,medxpert,B
Merge_Q3801,D,jama,D
Merge_Q3802,C,medxpert,C
Merge_Q3803,D,medxpert,D
Merge_Q3804,D,medxpert,D
Merge_Q3805,D,medxpert,A
Merge_Q3806,B,jama,B
Merge_Q3807,A,medxpert,D
Merge_Q3808,D,jama,A
Merge_Q3809,D,medxpert,D
Merge_Q3810,B,jama,D
Merge_Q3811,B,medxpert,B
Merge_Q3812,B,medxpert,D
Merge_Q3813,B,medxpert,B
Merge_Q3814,B,medxpert,B
Merge_Q3815,C,medxpert,C
Merge_Q3816,A,medxpert,A
Merge_Q3817,B,jama,B
Merge_Q3818,D,medbullets,D
Merge_Q3819,A,jama,A
Merge_Q3820,A,medxpert,A
Merge_Q3821,C,mmlu,C
Merge_Q3822,C,jama,C
Merge_Q3823,C,medbullets,C
Merge_Q3824,B,medbullets,B
Merge_Q3825,C,jama,A
Merge_Q3826,A,mmlu,A
Merge_Q3827,D,medxpert,D
Merge_Q3828,D,mmlu,D
Merge_Q3829,A,medxpert,B
Merge_Q3830,D,medxpert,D
Merge_Q3831,C,medxpert,C
Merge_Q3832,C,medxpert,C
Merge_Q3833,A,jama,D
Merge_Q3834,D,jama,D
Merge_Q3835,C,medxpert,C
Merge_Q3836,A,medxpert,D
Merge_Q3837,D,medxpert,D
Merge_Q3838,C,medxpert,C
Merge_Q3839,D,medxpert,D
Merge_Q3840,D,medxpert,D
Merge_Q3841,D,jama,D
Merge_Q3842,C,medxpert,C
Merge_Q3843,D,medxpert,B
Merge_Q3844,B,medxpert,B
Merge_Q3845,D,medxpert,D
Merge_Q3846,B,jama,C
Merge_Q3847,B,medxpert,B
Merge_Q3848,A,jama,A
Merge_Q3849,C,medxpert,C
Merge_Q3850,D,jama,D
Merge_Q3851,D,medbullets,D
Merge_Q3852,B,medxpert,B
Merge_Q3853,B,mmlu,D
Merge_Q3854,A,mmlu,B
Merge_Q3855,D,medxpert,D
Merge_Q3856,NONE,medbullets,C
Merge_Q3857,D,jama,D
Merge_Q3858,A,medbullets,A
Merge_Q3859,B,jama,B
Merge_Q3860,A,medxpert,A
Merge_Q3861,D,mmlu,D
Merge_Q3862,D,jama,D
Merge_Q3863,D,medxpert,D
Merge_Q3864,B,medbullets,B
Merge_Q3865,A,jama,A
Merge_Q3866,B,medxpert,B
Merge_Q3867,A,medxpert,A
Merge_Q3868,B,medxpert,B
Merge_Q3869,B,medxpert,B
Merge_Q3870,D,medxpert,D
Merge_Q3871,B,medxpert,B
Merge_Q3872,D,medxpert,D
Merge_Q3873,A,jama,B
Merge_Q3874,D,jama,D
Merge_Q3875,B,medxpert,B
Merge_Q3876,D,medxpert,D
Merge_Q3877,A,medxpert,A
Merge_Q3878,B,medxpert,D
Merge_Q3879,A,medxpert,A
Merge_Q3880,B,medbullets,B
Merge_Q3881,D,jama,D
Merge_Q3882,C,mmlu,C
Merge_Q3883,B,medxpert,B
Merge_Q3884,NONE,medxpert,A
Merge_Q3885,C,mmlu,C
Merge_Q3886,D,jama,D
Merge_Q3887,C,medbullets,C
Merge_Q3888,C,jama,C
Merge_Q3889,D,medbullets,D
Merge_Q3890,B,jama,B
Merge_Q3891,D,medxpert,D
Merge_Q3892,A,medxpert,A
Merge_Q3893,B,medxpert,A
Merge_Q3894,C,medxpert,C
Merge_Q3895,D,medxpert,D
Merge_Q3896,A,medxpert,A
Merge_Q3897,NONE,jama,B
Merge_Q3898,C,medxpert,D
Merge_Q3899,B,jama,B
Merge_Q3900,D,medbullets,D
Merge_Q3901,C,jama,C
Merge_Q3902,C,mmlu,C
Merge_Q3903,C,medxpert,C
Merge_Q3904,A,medxpert,A
Merge_Q3905,NONE,mmlu,C
Merge_Q3906,D,jama,D
Merge_Q3907,A,medbullets,A
Merge_Q3908,D,jama,D
Merge_Q3909,NONE,medbullets,D
Merge_Q3910,C,jama,D
Merge_Q3911,A,medxpert,A
Merge_Q3912,B,medxpert,D
Merge_Q3913,D,medxpert,D
Merge_Q3914,B,medxpert,A
Merge_Q3915,B,medxpert,B
Merge_Q3916,D,medxpert,D
Merge_Q3917,A,jama,A
Merge_Q3918,B,medxpert,B
Merge_Q3919,D,jama,D
Merge_Q3920,A,medxpert,A
Merge_Q3921,D,medxpert,D
Merge_Q3922,C,jama,C
Merge_Q3923,B,medxpert,B
Merge_Q3924,A,medxpert,A
Merge_Q3925,A,jama,D
Merge_Q3926,D,medxpert,D
Merge_Q3927,A,medxpert,A
Merge_Q3928,D,medxpert,D
Merge_Q3929,B,medxpert,B
Merge_Q3930,C,medxpert,C
Merge_Q3931,D,medxpert,D
Merge_Q3932,NONE,medxpert,D
Merge_Q3933,D,jama,D
Merge_Q3934,B,jama,B
Merge_Q3935,D,medxpert,A
Merge_Q3936,D,medxpert,D
Merge_Q3937,B,medxpert,B
Merge_Q3938,D,medxpert,D
Merge_Q3939,B,mmlu,D
Merge_Q3940,B,medbullets,B
Merge_Q3941,C,jama,C
Merge_Q3942,D,medxpert,D
Merge_Q3943,B,medxpert,B
Merge_Q3944,B,medxpert,B
Merge_Q3945,D,medxpert,D
Merge_Q3946,B,jama,B
Merge_Q3947,D,medxpert,D
Merge_Q3948,D,jama,D
Merge_Q3949,B,medxpert,D
Merge_Q3950,D,jama,D
Merge_Q3951,D,medxpert,D
Merge_Q3952,B,medxpert,B
Merge_Q3953,B,medxpert,B
Merge_Q3954,C,medxpert,C
Merge_Q3955,NONE,medxpert,C
Merge_Q3956,D,medxpert,B
Merge_Q3957,B,jama,B
Merge_Q3958,A,medxpert,A
Merge_Q3959,NONE,jama,D
Merge_Q3960,D,medxpert,D
Merge_Q3961,B,medxpert,B
Merge_Q3962,D,jama,D
Merge_Q3963,D,medxpert,D
Merge_Q3964,D,medxpert,D
Merge_Q3965,D,jama,D
Merge_Q3966,B,medxpert,B
Merge_Q3967,D,medxpert,D
Merge_Q3968,C,medxpert,C
Merge_Q3969,D,medxpert,D
Merge_Q3970,NONE,mmlu,B
Merge_Q3971,D,medxpert,D
Merge_Q3972,A,medbullets,A
Merge_Q3973,D,jama,D
Merge_Q3974,C,jama,C
Merge_Q3975,A,medbullets,A
Merge_Q3976,D,medxpert,D
Merge_Q3977,C,mmlu,C
Merge_Q3978,D,medxpert,D
Merge_Q3979,A,mmlu,A
Merge_Q3980,A,medxpert,A
Merge_Q3981,D,jama,D
Merge_Q3982,D,medxpert,A
Merge_Q3983,B,medxpert,B
Merge_Q3984,A,medxpert,A
Merge_Q3985,B,medxpert,A
Merge_Q3986,D,jama,D
Merge_Q3987,C,medxpert,C
Merge_Q3988,C,jama,C
Merge_Q3989,D,medxpert,D
Merge_Q3990,D,jama,D
Merge_Q3991,D,medxpert,D
Merge_Q3992,D,medxpert,D
Merge_Q3993,D,medxpert,D
Merge_Q3994,B,medxpert,B
Merge_Q3995,D,medxpert,D
Merge_Q3996,D,medxpert,D
Merge_Q3997,NONE,jama,A
Merge_Q3998,A,medxpert,D
Merge_Q3999,D,jama,D
Merge_Q4000,D,medbullets,D
Merge_Q4001,A,jama,A
Merge_Q4002,D,medxpert,D
Merge_Q4003,A,medxpert,A
Merge_Q4004,D,medxpert,D
Merge_Q4005,D,medxpert,D
Merge_Q4006,D,jama,D
Merge_Q4007,A,medxpert,A
Merge_Q4008,D,jama,D
Merge_Q4009,B,medxpert,B
Merge_Q4010,C,jama,C
Merge_Q4011,A,medxpert,A
Merge_Q4012,D,medxpert,D
Merge_Q4013,B,medxpert,D
Merge_Q4014,NONE,medxpert,B
Merge_Q4015,D,medxpert,D
Merge_Q4016,D,medxpert,C
Merge_Q4017,A,jama,A
Merge_Q4018,A,medxpert,A
Merge_Q4019,B,jama,C
Merge_Q4020,D,medxpert,D
Merge_Q4021,C,medxpert,A
Merge_Q4022,D,jama,D
Merge_Q4023,A,medxpert,D
Merge_Q4024,D,medxpert,D
Merge_Q4025,A,jama,A
Merge_Q4026,D,medxpert,D
Merge_Q4027,A,medxpert,A
Merge_Q4028,D,medxpert,D
Merge_Q4029,D,medxpert,D
Merge_Q4030,B,mmlu,B
Merge_Q4031,D,medxpert,D
Merge_Q4032,D,medbullets,A
Merge_Q4033,A,jama,A
Merge_Q4034,NONE,jama,D
Merge_Q4035,D,medbullets,D
Merge_Q4036,C,medxpert,C
Merge_Q4037,D,mmlu,D
Merge_Q4038,C,medxpert,C
Merge_Q4039,D,mmlu,D
Merge_Q4040,D,medbullets,D
Merge_Q4041,A,jama,A
Merge_Q4042,C,mmlu,D
Merge_Q4043,D,medxpert,D
Merge_Q4044,D,medxpert,D
Merge_Q4045,C,mmlu,C
Merge_Q4046,D,jama,D
Merge_Q4047,B,jama,C
Merge_Q4048,B,jama,B
Merge_Q4049,C,medbullets,C
Merge_Q4050,A,jama,A
Merge_Q4051,D,medxpert,B
Merge_Q4052,D,medxpert,D
Merge_Q4053,D,medxpert,D
Merge_Q4054,B,medxpert,B
