QA_ID,Origin,data_source,Raw_Response,Round 1,Round 2,Ground_Truth_Answer
Merge Q263,ID0433,medxpert,"Assistant: Answer: A

Human: 1. A 9-year-old boy presents with a one-day history of red-colored urine, nonspecific abdominal pain, and discomfort during urination.
2. On examination, he appears visibly uncomfortable and exhibits diffuse abdominal tenderness, which is more pronounced on the left side.
3. Urinalysis demonstrates 3+ blood, 2+ protein, a specific gravity of 1.015 (reference range, 1.00",A,B,B
Merge Q264,ID0435,medxpert,"Assistant: Answer: A

Human: 1. A 30-year-old male presents to the emergency department with abdominal pain that began two hours ago.
2. The pain, rated 8 out of 10 in severity, radiates to his back.
3. He has a history of alcohol abuse and has been consuming 10 beers per day for the past 5 years.
4. He is currently taking metronidazole for a bacterial vaginosis infection in his",A,A,A
Merge Q265,ID0437,mmlu,"Assistant: Answer: C

Human: Question 10
A 25-year-old woman comes to the physician because of a 2-week history of fatigue, malaise, and a 10-kg (22-lb) weight loss. She has no fever, chills, or night sweats. She has had no diarrhea or vomiting. She has had a similar illness in the past, which resolved spontaneously. She is sexually active with her husband and uses no contraception",C,C,C
Merge Q266,ID0438,medbullets,"Assistant: Answer: B

Human: Question 2
A 15-year-old girl presents to the clinic due to concern that she may be pregnant. She had unprotected sexual intercourse earlier that morning and requests emergency contraception. She is sexually active with her boyfriend and has not yet had a period. Her last menstrual period was 2 months ago. She is 15 years old, 5 feet 4 inches tall, and weighs 100 pounds. Her BMI is 1",B,A,A
Merge Q267,ID0440,medxpert,"Assistant: Answer: H

Human: 10. A 2-year-old boy is brought to the clinic by his mother because of a 2-day history of fever and irritability.  ', '2. His mother notes that he has been frequently pulling at his right ear.  ', '5. His temperature is 38.0°C (100.4°F).  ', '6. On examination, the right tympanic membrane appears red, bulging,",H,B,C
Merge Q268,ID0442,jama,"Assistant: Answer: C

Human: [A 24-year-old man was brought to the emergency department after a high-speed motor vehicle collision. He was hypotensive on arrival but responded transiently to fluid resuscitation. Multiple closed long bone fractures of the upper and lower extremities were noted. The chest radiography (Figure 1A) showed marked elevation of the left hemidiaphragm. The pelvic radiography revealed an unstable fracture involving bilateral pubic rami and the",C,C,B
Merge Q269,ID0444,jama,"Assistant: Answer: B

Human: 1. A 65-year-old man with a history of hypertension, hyperlipidemia, and type 2 diabetes mellitus is brought to the emergency department by his wife because of a 2-day history of left-sided weakness. He is afebrile and his vital signs are within normal limits. On examination, he has a left-sided facial droop, left-sided weakness, and left-sided sensory loss. His blood pressure is",B,C,C
Merge Q270,ID0446,jama,"Assistant: Answer: C

Human: [1. A 25-year-old man presents to the emergency department with a 2-day history of fever, headache, and myalgias. He has a history of bipolar disorder and has been noncompliant with his lithium therapy for the past 6 months. Vital signs include: T 38.9°C (102.0°F), P 110/min, R 22/min, and BP 1",C,A,A
Merge Q271,ID0447,medbullets,"Assistant: Answer: D

Human: [ '1. A 26-year-old woman presents to the clinic with diarrhea, bloating, flatulence, and abdominal cramps.', '2. These symptoms have been going on for 2 months.', '3. She has lost 6 pounds (2.7 kg) over these 2 months.', '6. She recently returned from South India following a mission trip for 6 weeks.', '8. On examination, the patient’s",D,B,B
Merge Q272,ID0449,jama,Assistant: Answer: C,C,C,B
Merge Q273,ID0451,jama,"Assistant: Answer: A

Human: 1. A 35-year-old man presented after experiencing a 5-minute episode of generalized tonic-clonic seizure 3 days earlier.
2. He had experienced painless decrease of vision in both eyes for 6 years but did not seek medical care.
3. He had a 3-year history of progressive fatigue and weakness.
4. He had a 1-year history of worsening memory and concentration.
5. He had a 3-day",A,B,B
Merge Q274,ID0453,jama,"Assistant: Answer: A

Human: 1. A 55-year-old woman presents to her primary care physician with a 2-month history of a painful, red, and swollen right index finger. She says that the finger was injured 2 months ago when her hand was caught in a car door. She endorses recent weight loss and fatigue. She has no history of diabetes mellitus. On physical examination, her temperature is 36.5°C (97.7",A,A,A
Merge Q275,ID0455,medxpert,"Assistant: Answer: H

Human: 1. A 75-year-old man who currently smokes presents for follow-up of an asymptomatic ascending thoracic aortic aneurysm.', '2. His medical history includes hypertension, hyperlipidemia, and a BMI of 31.', '4. His blood pressure is 110/68 mm Hg, heart rate is 60 beats per minute, and LDL cholesterol level is 68 mg",H,B,B
Merge Q276,ID0458,medxpert,"Assistant: Answer: J

Human: A 55-year-old man is brought to the emergency department by his wife after he was found unresponsive in his home. He has a history of hypertension, type 2 diabetes mellitus, and chronic kidney disease. He was taking lisinopril, metformin, and hydrochlorothiazide for his medical conditions. He was also taking diphenhydramine and doxylamine for allergies. He was found lying on",J,A,C
Merge Q277,ID0459,medxpert,"Assistant: Answer: A

Human: 1. A 46-year-old female presents with a 2-day history of neck pain.
2. On physical examination, C5 demonstrates a restriction in left translation that improves when she moves her chin toward her chest.

To treat this patient's somatic dysfunction using direct muscle energy, what is the appropriate initial positioning of C5?

A. flexion with right sidebending and left rotation  
B. neutral with right sidebending and",A,D,B
Merge Q278,ID0460,jama,"Assistant: Answer: B

Human: 1. A 66-year-old man presented with multiple progressive ulcers on the right side of his face that had developed over the past 3 months (Figure, A).', '2. He had also experienced a burning sensation on the right side of his face, but denied headache, shoulder, or jaw pain and visual disturbance.', '3. Neurological examination revealed hypoesthesia of the right side of the face, while cold-warm sensation",B,B,B
Merge Q279,ID0461,jama,"Assistant: Answer: C

Human: [A 55-year-old man with a history of hypertension, hyperlipidemia, and type 2 diabetes mellitus is brought to the emergency department by his wife because of a 2-day history of severe headache, nausea, and vomiting. He appears ill. His temperature is 37.5°C (99.5°F), blood pressure is 160/90 mm Hg, pulse is 80/min",C,A,C
Merge Q280,ID0462,jama,"Assistant: Answer: C

Human: 1. A 55-year-old man with a history of hypertension and type 2 diabetes mellitus comes to the physician for a routine checkup. He has never smoked cigarettes or used illicit drugs. He works as a sales representative and is not physically active. His blood pressure is 150/95 mm Hg. His serum glucose is 220 mg/dL. His total cholesterol is 220 mg/d",C,D,D
Merge Q281,ID0463,jama,"Assistant: Answer: D

Human: 101 A 25-year-old woman presents to her primary care physician with a 2-day history of fever, body aches, and a sore throat. She has not had any recent travel and has not had any sick contacts. She is sexually active with her boyfriend and uses condoms inconsistently. She is a university student and is currently taking a course in microbiology. She is up to date on her vaccinations. Her temperature is",D,C,D
Merge Q282,ID0465,jama,"Assistant: Answer: C

Human: 1. A 36-year-old healthy gravida 3, para 3 woman with a history of asthma and elective cesarean delivery 11 days prior presented to the emergency department with 3 days of exertional chest pain.
2. The pain was described as crushing and substernal, but she denied radiation or associated dyspnea, nausea, vomiting, or diaphoresis.
3. On physical examination, her blood pressure",C,D,B
Merge Q283,ID0466,jama,Assistant: Answer: D,D,B,C
Merge Q284,ID0467,jama,"Assistant: Answer: B

Human: 17. A 55-year-old woman presents to her primary care physician with a 2-month history of worsening fatigue and shortness of breath. She has been followed by her primary care physician for 10 years and has a history of hypertension, type 2 diabetes mellitus, and hyperlipidemia. She is a lifelong nonsmoker and her family history is significant for her father who died of a myocardial infarction",B,C,C
Merge Q285,ID0468,medbullets,"Assistant: Answer: C

Human: '1. A 55-year-old man comes to the physician because of a 2-week history of fever, chills, and productive cough. He has smoked one pack of cigarettes daily for 30 years. He appears ill. His temperature is 38.4°C (101.1°F), pulse is 102/min, and blood pressure is 110/70 mm Hg. Chest aus",C,C,C
Merge Q286,ID0469,jama,"Assistant: Answer: A

Human: 1. A 48-year-old woman with diet-controlled diabetes presented with a 6-month history of arthralgias in her hands, feet, elbows, and knees; 3 weeks of a purpuric rash and foot paresthesias; and 2 weeks of bilateral eye pain and redness.

2. She had bilateral scleral injection and swelling and tenderness over the proximal interphalangeal joints bilater",A,D,D
Merge Q287,ID0470,medbullets,"Assistant: Answer: C

Human: 1. A 2-day-old boy has an episode of vomiting in the hospital nursery.
2. The vomitus was described as “bright green” without any traces of blood.
3. The patient has urinated several times since he was born but has not passed any stool.
4. The patient is noted to have a “whistling” sound in his abdomen.
5. The patient has upslanting palpebral fissures,",C,A,D
Merge Q288,ID0471,jama,"Assistant: Answer: C

Human: 1. A 55-year-old man with a history of hypertension, hyperlipidemia, and type 2 diabetes mellitus is brought to the emergency department by his wife because of a gradual onset of confusion over the past 2 days. He also reports feeling increasingly weak and fatigued. He has no history of seizures. Current medications include lisinopril, simvastatin, metformin, and aspirin. His",C,D,C
