Origin,Problem ID,Labeling state,User ID,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22
ID0393,25262675,Labeled,615380,d,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0391,25262677,Labeled,24708,a,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0389,25262679,Labeled,423438,c,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0387,25262681,Labeled,423438,c,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0385,25262683,Labeled,423438,i,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0382,25262686,Labeled,580,c,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0379,25262689,Labeled,423438,c,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0377,25262691,Labeled,423438,a,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0376,25262692,Labeled,423438,a,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0373,25262695,Labeled,615380,c,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0371,25262697,Labeled,580,f,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not relevant,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0368,25262700,Labeled,615169,d,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0367,25262701,Labeled,423438,f,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0366,25262702,Labeled,423438,b,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0365,25262703,Labeled,615169,c,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0364,25262704,Labeled,616951,b,not applicable,high relevance,not relevant,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0363,25262705,Labeled,24708,a,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0362,25262706,Labeled,615380,c,high relevance,low relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0360,25262708,Labeled,615380,a,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0359,25262709,Labeled,24708,a,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
