ID,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
ID0687,Irrelevant,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0688,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0689,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID0690,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0691,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,
ID0692,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,
ID0693,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0694,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0695,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0696,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0697,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0698,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
ID0699,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,
ID0700,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0701,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,
ID0702,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0703,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0704,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0705,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,,,,,,,,,,,,
ID0706,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0707,Irrelevant,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,,,,,,,,,,
ID0708,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0709,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,
ID0710,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,
ID0711,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,
ID0712,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
ID0713,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,
ID0714,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,,,,,
ID0715,,,,,,,,,,,,,,,,,,,,,
ID0716,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,
ID0717,Irrelevant,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,
ID0718,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0719,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
ID0720,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0721,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,
ID0722,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0723,,,,,,,,,,,,,,,,,,,,,
ID0724,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0725,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0726,,,,,,,,,,,,,,,,,,,,,
ID0727,,,,,,,,,,,,,,,,,,,,,
ID0728,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0729,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0730,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID0731,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,
ID0732,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0733,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0734,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,
ID0735,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0736,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,
ID0737,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0738,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0739,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
ID0740,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID0741,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,
ID0742,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0743,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,
ID0744,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,
ID0745,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,
ID0746,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,High Relevance,,,,,,
ID0747,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
ID0748,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0749,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0750,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0751,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0752,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0753,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0754,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0755,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0756,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,,,
ID0757,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0758,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0759,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,,,,,,,,,
ID0760,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0761,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,
ID0762,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0763,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,Irrelevant,High Relevance,,,,,,,,,
ID0764,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0765,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0766,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0767,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0768,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
ID0769,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID0770,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
ID0771,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,
ID0772,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0773,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,,
ID0774,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0775,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0776,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0777,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0778,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0779,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,
ID0780,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,
ID0781,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
ID0782,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,
ID0783,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0784,Low Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0785,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0786,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0787,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
ID0788,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,,,,,,,,,,,,,,
ID0789,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
ID0790,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,
ID0791,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0792,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0793,,,,,,,,,,,,,,,,,,,,,
ID0794,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0795,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,
ID0796,High Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0797,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,
ID0798,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0799,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0800,,,,,,,,,,,,,,,,,,,,,
ID0801,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0802,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,
ID0803,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,,,,,,,,,
ID0804,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
ID0805,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,,,,,,
ID0806,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
ID0807,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,
ID0808,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
ID0809,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,
ID0810,Low Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,,
ID0811,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,
ID0812,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
ID0813,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0814,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
ID0815,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID0816,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
ID0817,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0818,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
ID0819,Low Relevance,High Relevance,Low Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,
ID0820,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0821,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0822,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
ID0823,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0824,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
ID0825,High Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,
ID0826,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID0827,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
ID0828,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0829,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
ID0830,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,,,,,,,,,,,,,,
ID0831,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
ID0832,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,
ID0833,Low Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,
ID0834,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,
ID0835,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
ID0836,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
ID0837,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
ID0838,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
ID0839,,,,,,,,,,,,,,,,,,,,,
ID0840,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
ID0841,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,
ID0842,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
ID0843,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
ID0844,High Relevance,High Relevance,Irrelevant,Low Relevance,,,,,,,,,,,,,,,,,
