QA_ID_std,14B_sentence_number,4k_ID_std,ID_corr,human_sentence_ids,data_source_corr,sentence_number_corr,keep_k
Merge Q585,"1,2,3,4,5,6,7,8,9,10",Merge Q585,ID1080,"1, 2, 3, 8, 9, 10",jama,10.0,6.0
Merge Q586,"1,2,3,4,5,6,8,9,10,11",Merge Q586,ID1610,"1, 2, 4, 5, 7, 10, 11, 12",jama,13.0,8.0
Merge Q587,"1,2,3,5,6,8",Merge Q587,ID1216,"6, 7, 8",jama,8.0,3.0
Merge Q588,"1,2,3,4,5,7,8,9,11,12,14,15,16,17,18,19,20",Merge Q588,ID0837,"1, 2, 3, 4, 7, 9, 11, 12, 16, 18, 19, 20",jama,20.0,12.0
Merge Q590,"1,2,3,4,5,7,8,9,10,11,12,13,15,16,18,20,21",Merge Q590,ID1075,"1, 2, 7, 13, 15, 19, 20",jama,26.0,13.0
Merge Q591,"1,2,3,4,6,7,8,9",Merge Q591,ID1581,"1, 5, 6, 7, 8, 9, 11, 12, 13",jama,13.0,9.0
Merge Q592,"1,2,3,4,5,6,8,9,10,11,12,13",Merge Q592,ID1167,"1, 7, 8, 12, 13",jama,15.0,5.0
Merge Q594,"1,2,3,4,5,7,8,9,11,12,13",Merge Q594,ID1605,"8, 11, 12",jama,13.0,3.0
Merge Q595,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q595,ID1352,"1, 2, 7, 11, 12, 13",jama,13.0,6.0
Merge Q596,"1,2,3,4,5,6,7",Merge Q596,ID0009,"2, 3, 4, 5, 6",jama,8.0,5.0
Merge Q597,"1,2,3,4,5,6,7,8,10,11,12,13,14",Merge Q597,ID1917,"1, 2, 4, 5, 6, 13, 15",jama,16.0,7.0
Merge Q6,"1,2,3,4,5,6,7",Merge Q6,ID1856,"1, 2, 4, 5, 6, 7",jama,7.0,6.0
Merge Q60,"1,3,4,5,6,8,9,10,11,12,13,14,16",Merge Q60,ID0745,"1, 3, 4, 5, 6, 7, 9, 10, 12, 13",jama,16.0,10.0
Merge Q600,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q600,ID1679,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11",jama,13.0,10.0
Merge Q603,"1,2,4,5,6,7,8,10",Merge Q603,ID0163,"1, 7, 8",jama,10.0,3.0
Merge Q604,"1,2,3,4,6,8,9,10,11",Merge Q604,ID1201,"1, 2, 4, 5, 6, 9, 11",jama,13.0,7.0
Merge Q605,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",Merge Q605,ID0676,"1, 2, 3, 4, 5, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20",jama,20.0,16.0
Merge Q606,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q606,ID1349,"1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15",jama,15.0,13.0
Merge Q611,"1,2,3,5,6,8,9,10",Merge Q611,ID0525,"1, 2, 5, 6, 7, 8, 9, 10",jama,10.0,8.0
Merge Q612,"1,2,3,4,5,6,7,8,9,10",Merge Q612,ID1689,"1, 2, 5, 6, 7, 8, 10",jama,10.0,7.0
Merge Q614,"1,2,3,4,5,7,8,9,10,11,13,14,15",Merge Q614,ID1692,"1, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16",jama,16.0,12.0
Merge Q615,"1,2,3,4,6,7,8,10,11",Merge Q615,ID1087,"1, 2, 3, 6, 10, 11, 13",jama,13.0,7.0
Merge Q618,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q618,ID1430,"1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13",jama,14.0,11.0
Merge Q619,"1,2,3,4,5,6,8,9,11,12,13,14,15,16,17",Merge Q619,ID1842,"1, 2, 3, 4, 5, 6, 8, 9, 11, 14, 15, 17",jama,17.0,12.0
Merge Q62,"1,2,3,4,6,7,8,10,12",Merge Q62,ID1584,"1, 2, 3, 4, 5, 8, 10, 11",jama,12.0,8.0
Merge Q622,"1,2,4,6,7,9,10,12,14",Merge Q622,ID1001,"1, 2, 6, 7, 12, 13",jama,14.0,6.0
Merge Q623,"1,2,3,4,5,6",Merge Q623,ID1048,"1, 3, 6",jama,7.0,3.0
Merge Q624,"1,2,3,5,6,7,8,9,11",Merge Q624,ID1902,"1, 6, 7, 9, 11",jama,12.0,5.0
Merge Q626,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",Merge Q626,ID0283,"1, 2, 7, 11, 12, 14",jama,16.0,6.0
Merge Q629,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q629,ID0442,"1, 5, 6, 7, 8, 12",jama,13.0,6.0
Merge Q630,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q630,ID0286,"1, 2, 4, 5, 6, 7, 8, 9, 10",jama,12.0,9.0
Merge Q632,"1,2,3,4,5,6",Merge Q632,ID0052,"1, 2, 4, 5",jama,6.0,4.0
Merge Q634,"1,2,3,4,6,7,8,10,11,12,13,14,15,16,18",Merge Q634,ID1162,"1, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18",jama,18.0,12.0
Merge Q636,"1,2,3,4,5,6,8,9,10",Merge Q636,ID0718,"1, 2, 4, 5, 7, 9, 10",jama,10.0,7.0
Merge Q637,"1,2,3,4,6",Merge Q637,ID0643,"1, 3, 4, 5, 6",jama,6.0,5.0
Merge Q639,"1,2,3,4,5,6,7,8,9,10,12,13,14",Merge Q639,ID0453,"1, 2, 3, 4, 6, 12, 14",jama,14.0,7.0
Merge Q64,"1,2,4,5,6,9",Merge Q64,ID1837,"1, 2, 4, 7, 8",jama,9.0,5.0
Merge Q641,"1,2,3,4,5,6,8,9,10,11,12,13,14,16,17",Merge Q641,ID1373,"1, 17",jama,17.0,2.0
Merge Q644,"1,2,3,4,5,6,7",Merge Q644,ID0016,"1, 3",jama,7.0,2.0
Merge Q645,"1,2,3,4,5,6,8,9",Merge Q645,ID0331,"1, 2, 3, 4, 6, 8, 9, 10",jama,11.0,8.0
Merge Q651,"1,2,3,4,5,6,8",Merge Q651,ID1829,"1, 3, 7, 8",jama,8.0,4.0
Merge Q652,"1,2,3,5,7,8,9,10,11",Merge Q652,ID0916,"1, 5, 6, 7, 10, 11, 12",jama,13.0,7.0
Merge Q653,"1,2,3,4,6,7,8,9",Merge Q653,ID0675,"1, 2, 3, 5, 6, 7, 9",jama,9.0,7.0
Merge Q654,"1,2,3,4,5,7,8,9,10,11,13,14,15",Merge Q654,ID0296,"1, 3, 4, 5, 6, 14",jama,15.0,6.0
Merge Q656,"1,2,3,4,5,6,7,8,9,10",Merge Q656,ID1303,"1, 5",jama,10.0,2.0
Merge Q657,"1,2,3,4,5,6,8,9,10,11,12",Merge Q657,ID0513,"1, 2, 5, 6, 8, 10, 11",jama,12.0,7.0
Merge Q658,"1,2,3,4,5,6,7,9,10,11,12,13,14,16",Merge Q658,ID1332,"1, 2, 3, 9, 11, 13, 14, 15, 16",jama,17.0,9.0
Merge Q659,"1,2,4,5,6,7,9,10",Merge Q659,ID1347,"1, 2, 3, 5, 6, 7, 9, 10",jama,10.0,8.0
Merge Q66,"1,2,3,4,5,7,8,9,10,12,13,14,15",Merge Q66,ID1965,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 19, 20",jama,20.0,16.0
Merge Q660,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q660,ID1612,"1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13",jama,14.0,11.0
Merge Q662,"1,2,3,4,5,6,7,8,9,10,11,12,13,15,16",Merge Q662,ID1229,"1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",jama,16.0,13.0
Merge Q663,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18",Merge Q663,ID1933,"1, 2, 4, 5, 16",jama,18.0,5.0
Merge Q665,"1,2,3,4,5,7,8,9,10,11,13,14,15",Merge Q665,ID1732,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11",jama,15.0,10.0
Merge Q666,"1,2,3,4,5,6,7,8,9",Merge Q666,ID0603,"1, 5, 7, 8",jama,9.0,4.0
Merge Q667,"1,2,3,4,5,6,7,8,9,10",Merge Q667,ID0015,"1, 2, 4, 6",jama,10.0,4.0
Merge Q669,"1,2,3,4,6,7,8,9,10,11,12,14",Merge Q669,ID0508,"1, 2, 3, 4, 6, 7, 8, 10, 11, 12",jama,14.0,10.0
Merge Q67,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",Merge Q67,ID1476,"1, 4, 8, 19, 20",jama,20.0,5.0
Merge Q670,"1,2,4,5,6",Merge Q670,ID0062,"1, 2, 4, 6",jama,8.0,4.0
Merge Q673,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q673,ID0592,"1, 2, 3, 4, 7, 9, 10, 11, 12, 13, 14, 15",jama,15.0,12.0
Merge Q674,"1,2,3,4,5",Merge Q674,ID1197,"1, 2, 4, 5, 6",jama,9.0,8.0
Merge Q676,"1,2,3,4,5,6,7",Merge Q676,ID1653,"2, 4, 5, 6",jama,7.0,4.0
Merge Q678,"1,2,3,5,6,7,8,9,10,12,13,14,15,16,18,19,20",Merge Q678,ID1545,"1, 2, 15, 16, 18, 19, 20",jama,20.0,7.0
Merge Q679,"1,2,3,4,6",Merge Q679,ID1641,"1, 2, 3",jama,6.0,3.0
Merge Q68,"1,2,3,4,8,9,10,11,13,14",Merge Q68,ID0656,"1, 2, 3, 7, 9, 11, 14",jama,16.0,7.0
Merge Q680,"1,2,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21",Merge Q680,ID0756,"1, 2, 3, 19, 20",jama,21.0,6.0
Merge Q681,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q681,ID0500,"1, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 15",jama,16.0,12.0
Merge Q683,"1,2,3,4,5,6,7,8,9,10",Merge Q683,ID1090,"1, 2, 3, 8, 9, 10",jama,10.0,6.0
Merge Q686,"1,2,3,4,5,6,7,8,9,10,11,12,14",Merge Q686,ID0405,"1, 4, 6, 8, 9, 10, 12, 13, 14",jama,14.0,9.0
Merge Q688,"1,2,3,4,6,7,8,9,10,12,14",Merge Q688,ID1491,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14",jama,14.0,13.0
Merge Q689,"1,2,3,4,5,6",Merge Q689,ID0060,"1, 2, 4, 6",jama,7.0,4.0
Merge Q69,"1,2,3,4,5,6,7,8,9,10,12,13,14",Merge Q69,ID0734,"5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15",jama,15.0,11.0
Merge Q690,"1,2,3,4,5,6,7,8",Merge Q690,ID1855,"1, 4, 6, 7, 8",jama,9.0,5.0
Merge Q693,"1,2,3,4,5,6,7,8,9,10,11",Merge Q693,ID1514,"1, 2, 3, 6, 8, 9, 10",jama,11.0,7.0
Merge Q694,"1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17",Merge Q694,ID1076,"1, 2, 7, 11, 12, 13, 14, 15, 16, 17",jama,17.0,10.0
Merge Q695,"1,2,3,4,5,6,7,8,9,10,11",Merge Q695,ID1286,"1, 8, 9, 10",jama,11.0,4.0
Merge Q696,"1,2,3,4,5,6,7,8,10,11,12,13",Merge Q696,ID0780,"9, 10, 11, 12, 14, 15",jama,15.0,6.0
Merge Q697,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",Merge Q697,ID0342,"1, 4, 7, 8, 9, 10, 12, 13, 14, 15, 16",jama,16.0,11.0
Merge Q698,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",Merge Q698,ID1118,"1, 2, 3, 4, 5, 6, 9, 10, 13, 14, 16, 17, 18, 19, 20",jama,20.0,15.0
Merge Q7,"1,2,3,4,5",Merge Q7,ID1388,"1, 2, 3, 6, 7",jama,11.0,5.0
Merge Q70,"1,2,3,4,5,6,7,8,9,10",Merge Q70,ID0230,"1, 2, 3, 4, 7, 8, 9, 10",jama,10.0,8.0
Merge Q701,"1,2,3,4,5,7,9,10,11,12,13",Merge Q701,ID1354,"2, 3, 5, 6, 13",jama,13.0,5.0
Merge Q704,"1,2,3",Merge Q704,ID0976,"1, 3, 4",jama,6.0,3.0
Merge Q705,"1,2,3,4,5,7,8,9,10",Merge Q705,ID1555,"1, 2, 4, 7, 8, 9, 10",jama,10.0,7.0
Merge Q706,"1,3,4,5,6,7,9,10,11,12,13,14,16,18",Merge Q706,ID0232,"1, 12, 14, 16",jama,18.0,4.0
Merge Q707,"1,2,3,4,5,6,7,8,9,10,12",Merge Q707,ID1529,"1, 4, 5, 12",jama,12.0,4.0
Merge Q708,"1,2,3,4,5,6,7,8,9,10,11",Merge Q708,ID0879,"1, 2, 3, 4, 7",jama,11.0,5.0
Merge Q71,"1,2,3,4,5,6,7",Merge Q71,ID1870,"1, 2, 3, 6, 7",jama,7.0,5.0
Merge Q711,"1,2,3,4,5,6,8,9,10",Merge Q711,ID0241,"2, 4, 5, 10",jama,10.0,4.0
Merge Q713,"1,2,3,4,5,6,7,9",Merge Q713,ID0858,"1, 2, 3, 4, 5, 6, 8, 9",jama,9.0,8.0
Merge Q714,"1,2,3,4,5,6,7,8",Merge Q714,ID1875,"1, 2, 3, 4, 5, 6, 7, 8",jama,9.0,8.0
Merge Q715,"1,2,3,4,6,7,8,9,10,12,13,14",Merge Q715,ID0041,"1, 2, 4, 8, 13, 14",jama,14.0,6.0
Merge Q717,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q717,ID0814,"12, 14, 15",jama,15.0,3.0
Merge Q718,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q718,ID0889,"1, 2, 3, 4, 5, 6, 10, 13",jama,13.0,8.0
Merge Q722,"1,2,3,4,5,6,7,8,9,10,11,12,14",Merge Q722,ID0400,"1, 2, 4, 5, 8, 9, 11, 12, 13, 14",jama,14.0,10.0
Merge Q723,"1,2,3,4,5,6,7",Merge Q723,ID0962,"1, 4, 5, 7, 8",jama,8.0,5.0
Merge Q724,"1,2,3,5,6,7,8,9,11,12,13",Merge Q724,ID1068,"1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 13",jama,13.0,11.0
Merge Q731,"1,2,3,4,5,6,7,8,9,10",Merge Q731,ID0332,"1, 2, 4, 5, 7, 8, 10",jama,10.0,7.0
Merge Q732,"1,2,3,4,6,7,8,9,10,11,13,14",Merge Q732,ID1663,"1, 2, 3, 7, 9, 10",jama,14.0,6.0
Merge Q733,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q733,ID0642,"1, 3, 4, 7, 8, 9, 10, 11, 13, 14",jama,14.0,10.0
Merge Q735,"1,2,3,4,5,6,7,8,9",Merge Q735,ID1561,"1, 2, 6, 7, 8",jama,9.0,5.0
Merge Q737,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q737,ID1314,"1, 6, 7, 8, 11",jama,12.0,5.0
Merge Q738,"1,2,3,4,5,6",Merge Q738,ID1956,"1, 3, 4, 6",jama,6.0,4.0
Merge Q74,"1,2,3,4,6,7,8,9,10",Merge Q74,ID0894,"1, 3, 4, 7, 8",jama,10.0,5.0
Merge Q740,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",Merge Q740,ID1450,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16",jama,16.0,13.0
Merge Q741,"1,2,3,4,5,6,7,8,9,10,11,12,13,15",Merge Q741,ID0636,"1, 8, 9, 10, 14",jama,16.0,5.0
Merge Q742,"1,2,3,4,5,7,8,9,10,11,12",Merge Q742,ID1532,"1, 2, 7, 8, 9, 12",jama,12.0,5.0
Merge Q747,"1,2,3,4,5,6,7,8,9,10,12",Merge Q747,ID0352,"1, 7, 9, 10",jama,12.0,4.0
Merge Q750,"1,2,3,4,5,6,7,8,9,10,11,12,14",Merge Q750,ID1831,"1, 8, 12, 14",jama,15.0,4.0
Merge Q751,"1,2,3,4,6,7,8,9,10,11,13",Merge Q751,ID1865,"1, 2, 6, 7, 13",jama,13.0,5.0
Merge Q753,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q753,ID0954,"1, 4, 6, 7, 8, 9, 10, 12",jama,12.0,8.0
Merge Q754,"1,2,3,4,6,7,8,9,10,11,12,14",Merge Q754,ID1525,"1, 2, 3, 6, 8, 9, 10, 11, 12, 13, 14",jama,15.0,11.0
Merge Q755,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",Merge Q755,ID1481,"1, 2, 3, 9, 16, 17",jama,17.0,6.0
Merge Q756,"1,2,3,5,6,7,8,9,10,11,13,14",Merge Q756,ID1530,"1, 2, 5, 8, 10, 11, 13, 14, 15",jama,15.0,9.0
Merge Q757,"1,2,3,4,5,6,7,8,9,13",Merge Q757,ID0871,"1, 2, 3, 4, 5, 8, 9, 10, 11, 12",jama,13.0,10.0
Merge Q758,"1,2,3,4,5,7,8,9,10,11,12,14,15",Merge Q758,ID1233,"1, 9, 10, 11, 14, 15",jama,15.0,6.0
Merge Q759,"1,2,3,4,5,6,7,8,9,10,11,12,13,15,18,19",Merge Q759,ID1387,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 18, 19",jama,19.0,14.0
Merge Q76,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q76,ID0783,"1, 3, 5, 6, 7, 8, 9, 10, 11, 12",jama,12.0,10.0
Merge Q760,"1,2,3,4,5,6",Merge Q760,ID0017,"1, 2, 3, 4",jama,6.0,4.0
Merge Q761,"1,2,3,4,5,6,7,9,10,11",Merge Q761,ID1401,"1, 2, 5",jama,11.0,3.0
Merge Q762,"1,2,3,4,5,6,7,8,9",Merge Q762,ID0236,"1, 2, 7, 8",jama,9.0,4.0
Merge Q763,"1,2,3,5,6,7,8",Merge Q763,ID1762,"1, 7, 8, 9, 10",jama,10.0,5.0
Merge Q766,"1,2,3,4,5,6,7,8,10,11,12,13",Merge Q766,ID1071,"1, 2, 3, 5, 6, 7, 8, 10, 11",jama,13.0,9.0
Merge Q77,"1,2,3,4,5,6,7,8,9,11",Merge Q77,ID0552,"1, 2, 4, 5, 6, 7, 8, 9, 10",jama,11.0,9.0
Merge Q771,"1,2,3,4,5,7,8,9,11,12,14",Merge Q771,ID0490,"1, 3, 4, 8, 9, 11, 14",jama,14.0,7.0
Merge Q774,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",Merge Q774,ID1848,"1, 2, 4, 5, 10, 17",jama,17.0,6.0
Merge Q778,"1,2,3,4,5,6,7,8,9",Merge Q778,ID0775,"1, 4, 6, 7, 8, 9",jama,9.0,6.0
Merge Q779,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q779,ID1802,"1, 2, 7, 9, 12",jama,13.0,5.0
Merge Q78,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19",Merge Q78,ID0631,"1, 2, 3, 9, 12, 13, 14, 17, 18, 19, 20",jama,20.0,11.0
Merge Q781,"1,2,3,4,5,6,7,8,9,10",Merge Q781,ID0149,"6, 9, 10",jama,10.0,3.0
Merge Q782,"1,2,3,4,5,6,7,8,9,10,11,12,14,15",Merge Q782,ID1266,"1, 2, 4, 5, 7, 8, 9, 10, 13, 14, 15, 16",jama,16.0,12.0
Merge Q785,"1,2,3,4,5,6,7,8,9,10",Merge Q785,ID1966,"1, 2, 3, 4, 6, 7, 8",jama,10.0,7.0
Merge Q787,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",Merge Q787,ID1638,"1, 2, 3, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20",jama,22.0,16.0
Merge Q788,"1,2,3,4,5,6,7,9,10,11,12,13,14",Merge Q788,ID0421,"1, 4, 6, 7, 8, 9, 12, 14, 15",jama,15.0,9.0
Merge Q79,"1,2,3,4,5,6,7,8,9",Merge Q79,ID0402,"1, 6, 7, 8, 9",jama,9.0,5.0
Merge Q790,"1,3,4,5,6,8,9,10,12,13",Merge Q790,ID0534,"1, 2, 3, 4, 6, 8, 9, 10, 13",jama,14.0,9.0
Merge Q794,"1,2,3,4,5,7,8,9,10,11,12,13",Merge Q794,ID0834,"1, 5, 6, 7, 8, 9, 10, 11, 12, 13",jama,13.0,10.0
Merge Q799,"1,2,3,4,5,6,7,8",Merge Q799,ID1940,"1, 2, 6, 7",jama,8.0,4.0
Merge Q8,"1,2,3,4,5,6,7,8,10,11,12,13,14,15",Merge Q8,ID0528,"1, 5, 6, 7, 8, 10, 11, 12, 13",jama,15.0,9.0
Merge Q80,"1,3,4,5,6,7,12,13,14,15,16",Merge Q80,ID1244,"1, 3, 6, 8, 9, 10, 11, 16",jama,16.0,8.0
Merge Q801,"1,2,3,4,5,6,7,8,9",Merge Q801,ID1149,"1, 3, 4, 7, 8, 9",jama,9.0,6.0
Merge Q804,"1,2,3,4,5,6,7,8,9,10",Merge Q804,ID1217,"1, 3, 5, 6, 8, 9, 10",jama,10.0,7.0
Merge Q807,"1,2,3,4,5,6,7,8,9,10,11",Merge Q807,ID1799,"1, 2, 4, 5, 8, 9, 10",jama,11.0,7.0
Merge Q812,"1,2,3,4,5,6,7,8,9,11,12",Merge Q812,ID0826,"1, 2, 7, 11",jama,17.0,4.0
Merge Q814,"1,2,3,4,5,6,7,8,9,10,11",Merge Q814,ID0939,"1, 2, 5, 7, 13",jama,13.0,5.0
Merge Q815,"1,2,3,4,5,6,7,9",Merge Q815,ID1160,"1, 2, 4, 5, 9, 10, 11, 12, 13, 14",jama,14.0,10.0
Merge Q818,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q818,ID0739,"1, 2, 3, 4, 5",jama,12.0,5.0
Merge Q82,"1,2,3,4,5,6,7,9,10,11,12,13,14,17,18,19,20,21",Merge Q82,ID1513,"1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 15, 18, 19, 20",jama,24.0,19.0
Merge Q820,"1,2,3,4,5,6,7,8,9,10,11,12,14,15,17,18,19,20,21",Merge Q820,ID1765,"1, 10, 16, 17, 19, 20",jama,23.0,9.0
Merge Q821,"1,2,3,4",Merge Q821,ID1934,"1, 2, 3, 6",jama,9.0,4.0
Merge Q826,"1,2,4,5,6,7,8,9,10,12,13",Merge Q826,ID1391,"1, 2, 4, 6, 9",jama,13.0,5.0
Merge Q827,"1,2,3,4,5,6",Merge Q827,ID1531,"1, 2, 3, 4",jama,6.0,4.0
Merge Q828,"1,2,3,4,5,6",Merge Q828,ID1146,"1, 3, 4, 5, 6, 7",jama,7.0,6.0
Merge Q831,"1,2,3,4,5,6,7,8,9,11",Merge Q831,ID0463,"1, 2, 3, 4, 5, 6, 8, 10",jama,11.0,8.0
Merge Q833,"1,2,3,4,5,6,7,9",Merge Q833,ID1022,"1, 2, 5, 6, 7, 9",jama,9.0,6.0
Merge Q835,"1,2,3,4,5,6",Merge Q835,ID0961,"1, 2, 3, 4, 5",jama,7.0,5.0
Merge Q836,"1,2,3,4,6,7",Merge Q836,ID0744,"1, 2, 5, 6",jama,8.0,4.0
Merge Q837,"1,2,3,4,5,7",Merge Q837,ID0733,"1, 3, 4, 7",jama,7.0,4.0
Merge Q84,"1,2,3,4,5,7,8",Merge Q84,ID1281,"1, 6, 7, 8",jama,8.0,4.0
Merge Q843,"1,2,3,4,5,6,7,8,9,10",Merge Q843,ID0800,"1, 3, 5, 6, 7, 8, 9, 10",jama,10.0,8.0
Merge Q845,"1,2,3,4,6,7,8,10,11",Merge Q845,ID1809,"1, 2, 6, 10, 11",jama,11.0,5.0
Merge Q846,"1,2,3,4,5,6,8,9,10,11,12,13",Merge Q846,ID1850,"11, 12",jama,14.0,2.0
Merge Q848,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q848,ID1797,"1, 2, 3, 4, 6, 8, 9, 11, 12, 13",jama,13.0,10.0
Merge Q849,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q849,ID0524,"1, 2, 3, 9, 11, 12",jama,12.0,6.0
Merge Q850,"1,2,3,4,5,6,7,9",Merge Q850,ID0153,"1, 7",jama,9.0,2.0
Merge Q851,"1,2,3,4,5,6,7,8,9,10",Merge Q851,ID0899,"1, 2, 3, 4, 5, 6, 7, 8, 9",jama,10.0,9.0
Merge Q852,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q852,ID0996,"1, 2, 3, 4, 5, 6, 7, 12",jama,12.0,8.0
Merge Q855,"1,2,3,4,5",Merge Q855,ID1697,"1, 2, 5",jama,6.0,3.0
Merge Q859,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q859,ID0049,"1, 2, 3, 4, 6, 7, 8, 9, 10, 12",jama,12.0,10.0
Merge Q860,"1,2,4,5,6,8,10,11,12,13",Merge Q860,ID0602,"1, 4, 5, 8, 9, 10, 11, 13",jama,13.0,8.0
Merge Q864,"1,2,3,4,5,6,7,8",Merge Q864,ID1006,"1, 2, 4, 5, 7, 8",jama,8.0,6.0
Merge Q865,"1,2,3,4,5,6,7",Merge Q865,ID0726,"1, 4, 5",jama,7.0,3.0
Merge Q866,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q866,ID0586,"1, 5, 8, 9, 12, 13, 14, 15",jama,15.0,8.0
Merge Q867,"1,2,4,5,6,7,8,10,11",Merge Q867,ID0609,"1, 4, 5, 6, 10, 11",jama,11.0,6.0
Merge Q868,"1,2,3,4,5,6,7,8,9,10,11,13",Merge Q868,ID1991,"1, 2, 5, 6, 13",jama,13.0,5.0
Merge Q869,"1,2,3,4,5,7,8,9,10,12",Merge Q869,ID1131,"1, 3, 4, 7, 12",jama,12.0,5.0
Merge Q870,"1,2,3,4,6,7,8,9,10,11,12,13,14,15,16",Merge Q870,ID0108,"1, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16",jama,16.0,12.0
Merge Q873,"1,2,3,5,6,7,10",Merge Q873,ID1079,"1, 2, 5, 6, 8, 9",jama,10.0,6.0
Merge Q874,"1,2,3,4,5,6,7,8,9",Merge Q874,ID1035,"1, 8, 9",jama,10.0,3.0
Merge Q875,"1,2,3,4,5,7,8,9",Merge Q875,ID1017,"1, 3, 4, 6, 7",jama,9.0,5.0
Merge Q877,"1,2,3,4,5,6,7,8,9",Merge Q877,ID0326,"1, 4, 7",jama,9.0,3.0
Merge Q878,"1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19",Merge Q878,ID1860,"2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20",jama,20.0,17.0
Merge Q880,"1,2,3,4,5,6,7,8,9,10",Merge Q880,ID1398,"1, 3, 4, 6, 7, 8, 9",jama,11.0,7.0
Merge Q881,"1,2,3,4,5,6,8,10",Merge Q881,ID1899,"1, 2, 3, 4, 5",jama,10.0,5.0
Merge Q883,"1,2,3,4,5,6,7,8",Merge Q883,ID0782,"1, 4, 8",jama,8.0,3.0
Merge Q884,"1,2,4,5,6,7,8,9,11,12,14,15",Merge Q884,ID1368,"1, 3, 4, 5, 6, 7, 11, 12, 14, 15",jama,16.0,10.0
Merge Q885,"1,2,3,4,5,6,7,8,9,10",Merge Q885,ID1459,"1, 3, 4, 8, 10",jama,10.0,5.0
Merge Q89,"1,2,3,4,5,6",Merge Q89,ID1986,"1, 2, 4, 6",jama,6.0,4.0
Merge Q890,"1,2,3,4,5,6,7,8,9,10,11,12",Merge Q890,ID1918,"1, 6, 9",jama,12.0,3.0
Merge Q895,"1,2,3,5,6,7,8,10,11,12",Merge Q895,ID1836,"1, 2, 3, 4, 5, 6, 7, 11, 12",jama,12.0,9.0
