Origin,Problem ID,Duration,Labeling state,User ID ,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22
ID0756,25262312,506.67,Labeled,586785,a,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance
ID0756,25262312,203.901,Labeled,387188,b,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable
ID0756,25262312,391.253,Labeled,579796,a,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance
ID0755,25262313,297.141,Labeled,581304,g,high relevance,high relevance,low relevance,high relevance,not relevant,low relevance,high relevance,,,,,,,,,,,,,,
ID0755,25262313,120.412,Labeled,586785,g,high relevance,low relevance,low relevance,low relevance,not relevant,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0755,25262313,102.758,Labeled,579600,g,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0754,25262314,126.908,Labeled,587803,d,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0754,25262314,238.884,Labeled,586802,b,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0754,25262314,238.343,Labeled,587146,a,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0753,25262315,709.003,Labeled,579536,g,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0753,25262315,82.364,Labeled,579547,b,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0753,25262315,160.867,Labeled,579494,c,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,,,,,,,,,,,,,,
ID0752,25262316,116.251,Labeled,581304,a,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0752,25262316,131.039,Labeled,579501,a,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0752,25262316,52.528,Labeled,580256,a,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0751,25262317,103.116,Labeled,579505,h,low relevance,low relevance,low relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0751,25262317,249.969,Labeled,579536,e,high relevance,high relevance,high relevance,low relevance,low relevance,,,,,,,,,,,,,,,,
ID0751,25262317,141.975,Labeled,580167,e,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0750,25262318,103.765,Labeled,579796,c,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0750,25262318,292.537,Labeled,580677,c,high relevance,high relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0750,25262318,33.069,Labeled,579470,c,high relevance,high relevance,high relevance,low relevance,high relevance,,,,,,,,,,,,,,,,
ID0749,25262319,50.815,Labeled,349529,a,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0749,25262319,29.653,Labeled,580256,a,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0749,25262319,103.541,Labeled,579585,a,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
