Origin,Problem ID,Labeled date,Duration (s),Labeling state,# Qualified reads,Flag messages,Flag reasons,User ID,p,q1,Correct answer,Response correct,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,data_source_corr_x,data_source_corr_y,data_source_corr
ID0696,25262372,11/10/25,91.0,Labeled,15,,,423438,physician,j,I,False,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,11/26/25,124.0,Labeled,15,,,622145,physician,j,I,False,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,1/25/26,418.0,Labeled,15,,,625076,physician,e,I,False,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,2/14/26,61.0,Labeled,15,,,133101,med student,f,I,False,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,2/15/26,186.0,Labeled,15,,,584340,med student,c,I,False,high relevance,high relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,2/17/26,257.0,Labeled,15,,,579474,med student,j,I,False,low relevance,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,2/18/26,69.0,Labeled,15,,,639800,med student,b,I,False,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,2/23/26,268.0,Labeled,15,,,639794,med student,f,I,False,high relevance,low relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,2/23/26,238.0,Labeled,15,,,656346,physician,j,I,False,high relevance,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0696,25262372,2/25/26,217.0,Labeled,15,,,642036,physician,f,I,False,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID0695,25262373,4/23/25,89.515,Labeled,4,,,579505,med student,d,D,True,high relevance,high relevance,low relevance,not relevant,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID0695,25262373,4/23/25,35.699,Labeled,4,,,579547,med student,d,D,True,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID0695,25262373,4/24/25,138.507,Labeled,4,,,579494,med student,d,D,True,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,,,,,,,,,,,,,,,,mmlu,mmlu,mmlu
ID0695,25262373,10/4/25,168.0,Labeled,4,,,423438,physician,d,D,True,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID0693,25262375,5/7/25,67.543,Labeled,4,,,579499,med student,d,D,True,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0693,25262375,5/7/25,256.303,Labeled,4,,,579474,med student,d,D,True,high relevance,low relevance,low relevance,not relevant,high relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0693,25262375,5/7/25,94.095,Labeled,4,,,579536,med student,d,D,True,high relevance,high relevance,high relevance,low relevance,high relevance,not relevant,low relevance,not relevant,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0693,25262375,9/26/25,193.0,Labeled,4,,,24708,physician,d,D,True,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medbullets,medbullets,medbullets
ID0692,25262376,4/23/25,591.57,Labeled,6,,,579600,med student,a,B,False,high relevance,low relevance,low relevance,low relevance,low relevance,not relevant,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0692,25262376,4/23/25,317.432,Labeled,6,,,579474,med student,a,B,False,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0692,25262376,4/24/25,52.753,Labeled,6,,,579505,med student,b,B,True,low relevance,high relevance,low relevance,high relevance,low relevance,high relevance,not relevant,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0692,25262376,9/30/25,97.0,Labeled,6,,,615169,physician,d,B,False,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0692,25262376,10/28/25,251.0,Labeled,6,,,622145,physician,a,B,False,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0692,25262376,11/9/25,289.0,Labeled,6,,,423438,physician,b,B,True,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0691,25262377,5/6/25,177.453,Labeled,6,,,586807,med student,c,D,False,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not relevant,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0691,25262377,5/6/25,123.816,Labeled,6,,,579505,med student,d,D,True,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,not relevant,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID0691,25262377,5/6/25,156.053,Labeled,6,,,579796,med student,a,D,False,high relevance,low relevance,high relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
